epsilon,F_robust,F_default
-0.02,0.6318584278,0.7521496487
-0.0196,0.6419846425,0.7617014858
-0.0192,0.6520950367,0.7711255481
-0.0188,0.6621814241,0.780417115
-0.0184,0.6722354918,0.7895708984
-0.018,0.6822487995,0.7985820021
-0.0176,0.6922128013,0.8074456821
-0.0172,0.702118846,0.8161574504
-0.0168,0.7119581979,0.8247120306
-0.0164,0.7217220437,0.8331052434
-0.016,0.7314015066,0.8413324119
-0.0156,0.7409876606,0.8493890979
-0.0152,0.7504715405,0.85727095
-0.0148,0.7598441578,0.8649735969
-0.0144,0.769096515,0.8724930599
-0.014,0.7782196168,0.8798251373
-0.0136,0.7872044902,0.8869659137
-0.0132,0.7960421929,0.8939114321
-0.0128,0.8047238312,0.9006580368
-0.0124,0.813240575,0.907202034
-0.012,0.8215836741,0.9135397956
-0.0116,0.8297444697,0.9196679036
-0.0112,0.8377144128,0.9255830661
-0.0108,0.8454850781,0.9312820897
-0.0104,0.8530481799,0.9367616885
-0.01,0.8603955864,0.9420190638
-0.0096,0.8675193358,0.9470512826
-0.0092,0.8744116486,0.9518556217
-0.0088,0.8810649468,0.9564294647
-0.0084,0.8874718626,0.9607703315
-0.008,0.8936252566,0.9648757941
-0.0076,0.8995182298,0.9687437845
-0.0072,0.9051441376,0.9723720269
-0.0068,0.9104966031,0.9757586625
-0.0064,0.9155695281,0.9789017543
-0.006,0.9203571067,0.9817997443
-0.0056,0.9248538364,0.9844508872
-0.0052,0.9290545287,0.9868538769
-0.0048,0.9329543201,0.9890073772
-0.0044,0.9365486815,0.9909102465
-0.004,0.9398334278,0.9925614625
-0.0036,0.9428047256,0.9939601048
-0.0032,0.9454591024,0.9951054995
-0.0028,0.9477934521,0.9959969699
-0.0024,0.9498050425,0.9966341494
-0.002,0.95149152,0.9970166928
-0.0016,0.9528509157,0.9971444112
-0.0012,0.9538816486,0.9970172431
-0.0008,0.9545825282,0.9966353085
-0.0004,0.9549527589,0.9959988544
0,0.9549919393,0.9951082655
0.0004,0.9547000648,0.9939640672
0.0008,0.9540775266,0.9925669244
0.0012,0.9531251112,0.9909176419
0.0016,0.9518439992,0.9890171599
0.002,0.9502357619,0.986866551
0.0024,0.9483023584,0.9844670448
0.0028,0.9460461322,0.9818200162
0.0032,0.9434698056,0.9789269694
0.0036,0.9405764746,0.9757894596
0.004,0.9373696019,0.9724092679
0.0044,0.9338530113,0.9687883035
0.0048,0.9300308773,0.9649285932
0.0052,0.9259077204,0.9608322979
0.0056,0.9214883944,0.9565016728
0.006,0.9167780789,0.951939168
0.0064,0.9117822694,0.9471472265
0.0068,0.9065067646,0.9421286224
0.0072,0.9009576562,0.9368860465
0.0076,0.8951413165,0.9314224526
0.008,0.8890643886,0.9257408376
0.0084,0.8827337689,0.9198443328
0.0088,0.8761565981,0.913736176
0.0092,0.8693402467,0.907419747
0.0096,0.8622923015,0.9008985064
0.01,0.8550205492,0.894176034
0.0104,0.8475329663,0.8872559131
0.0108,0.8398377015,0.8801423509
0.0112,0.8319430606,0.8728384322
0.0116,0.8238574978,0.8653489905
0.012,0.8155895911,0.8576775948
0.0124,0.8071480382,0.8498286191
0.0128,0.7985416307,0.8418061394
0.0132,0.789779251,0.8336148319
0.0136,0.7808698468,0.8252590508
0.014,0.7718224252,0.8167430707
0.0144,0.7626460311,0.8080717298
0.0148,0.7533497389,0.7992494825
0.0152,0.7439426341,0.7902814589
0.0156,0.7344338013,0.7811719332
0.016,0.7248323111,0.7719260885
0.0164,0.7151472039,0.7625488629
0.0168,0.7053874808,0.7530452507
0.0172,0.6955620883,0.7434206716
0.0176,0.6856799056,0.7336792292
0.018,0.6757497351,0.7238274573
0.0184,0.6657802875,0.713869911
0.0188,0.6557801725,0.7038116724
0.0192,0.645757887,0.6936580384
0.0196,0.6357218067,0.6834149142
0.02,0.6256801721,0.6730871576
